Year;Mileage;Price
2017;41152;634
2022;5458;634
2023;0;634
2023;0;634
2022;1536;634
2023;0;635
2023;2773;635
2019;39081;635
2022;0;635
2017;37375;635
2018;66;635
2022;0;635
2012;475;635
2022;100;635
2022;1205;635
2021;18886;635
2021;9463;635
2022;12453;635
2018;36675;636
2022;0;636
2023;0;637
2023;0;637
2023;0;637
2023;0;637
2022;0;638
2023;0;638
2019;25625;638
2019;4872;639
2017;24537;639
2020;21805;639
2019;1922;639
2021;17105;639
2020;25938;639
2020;15863;639
2023;0;639
2019;30638;639
2022;1275;639
2022;0;639
2020;20228;639
2022;255;639
2021;11945;639
2018;39342;639
2021;339;639
2022;16206;639
2022;7771;639
2020;26719;639
2023;0;641
2022;0;641
2023;0;641
2023;0;641
2023;0;642
2023;0;643
2021;17646;644
2018;78115;644
2023;0;645
2022;0;645
2023;0;645
2023;0;645
2008;175348;645
2023;5397;645
1995;79684;645
2007;176952;645
2021;34108;645
2009;161039;645
2006;201567;645
2019;27278;645
2004;115;645
2023;0;646
2023;0;646
2023;0;646
2023;0;646
2023;0;646
2023;0;646
2023;0;647
2023;0;647
2023;0;647
2023;0;648
2022;6057;648
2023;0;648
2023;0;648
2023;0;648
2023;0;648
2023;0;648
2022;0;649
2023;0;649
2019;27017;649
2017;23337;649
2018;36;649
2023;0;649
2016;27659;649
2018;36422;649
2019;1622;649
2018;26125;649
2015;78855;649
2005;100969;649
1979;52;649
2021;7344;649
2023;24;649
2022;8225;649
2020;9219;649
2021;12395;649
2021;27679;649
2022;0;649
2016;16937;649
2022;6766;649
2016;12245;649
2019;32233;649
2022;5493;649
2009;11311;649
2020;30918;649
2023;0;651
2023;0;651
2023;0;651
2023;0;651
2023;0;651
2022;0;652
2023;0;653
2023;29;654
2023;0;655
2021;8983;655
2022;18811;655
2022;5771;655
2022;0;655
2022;0;655
2023;0;657
2023;0;657
2023;0;657
2023;0;657
2023;0;658
2022;0;658
2021;17479;658
2023;0;658
2022;0;659
2019;4902;659
2019;55368;659
2020;18398;659
2018;49213;659
2016;31524;659
2019;11088;659
2020;28925;659
2022;1838;659
2019;55353;659
2021;13995;659
2008;179673;659
2019;39532;659
2020;14898;659
2001;29;659
2021;39748;659
2019;3821;659
2021;11543;659
2019;20314;659
2021;8455;659
2022;0;659
2012;71977;659
2022;45;659
2018;29252;659
2023;0;661
2018;61175;662
2022;8997;662
2022;0;662
2023;0;662
2023;0;663
2023;0;663
2023;0;663
2022;0;663
2016;12895;665
2022;3161;665
2021;16244;665
2022;17973;665
2015;2112;665
2023;114;665
1983;78163;665
1984;80338;665
2015;255;665
2021;29894;665
2021;20015;665
2017;41577;666
2023;0;666
2022;0;667
2023;0;667
2020;20325;667
2022;25693;667
2023;0;668
2023;0;668
2022;0;668
2017;42847;668
2019;17695;668
2019;20937;669
2022;209;669
2008;62;669
2023;0;669
2019;42295;669
2009;28713;669
2018;14141;669
2023;0;669
2021;23499;669
2021;24124;669
2021;20799;669
2019;33016;669
2021;24518;669
2022;2768;669
2023;0;671
2023;0;671
2023;0;671
2023;0;671
2022;0;672
2022;0;672
2023;0;672
2023;0;673
2023;0;673
2023;0;673
2022;0;674
2019;54193;674
2023;0;674
2019;56352;674
2022;0;675
2012;3982;675
2013;134465;675
2021;23531;675
2007;67158;675
2021;9109;675
2006;167581;675
2018;42417;675
2009;211683;675
2008;165;675
2022;10963;675
2013;53508;675
2005;114794;675
2023;0;675
2014;36764;675
2002;41383;675
2021;23;675
2018;18971;677
2021;12007;678
2011;71109;678
2023;0;678
2020;27401;678
2023;0;678
2021;44482;678
2018;27413;679
2021;24829;679
2019;29285;679
2020;298;679
2021;14581;679
2020;15686;679
2020;54629;679
2019;355;679
2023;1328;679
2021;2932;679
2020;11116;679
2021;16831;679
2006;166118;679
2022;0;681
2023;0;682
2023;0;682
2023;0;682
2023;0;682
2023;0;682
2022;0;683
2022;7315;683
2022;5482;684
2008;67399;684
2019;38564;685
2022;0;685
2020;49347;685
2019;4386;685
2021;23918;685
2020;25131;685
1995;110907;685
2021;42439;685
2019;27649;686
2023;0;686
2023;0;687
2023;0;687
2018;41827;688
2022;0;688
2023;0;688
2019;21348;688
2022;52;689
2019;42966;689
2019;35492;689
2019;66085;689
2011;4407;689
2013;144165;689
2019;16539;689
2017;7588;689
2018;177;689
2020;15365;689
2005;38903;689
2021;21564;689
2021;21564;689
2023;0;692
2023;0;692
2023;0;692
2023;0;693
2023;0;693
2022;20108;693
2021;14142;693
2022;0;694
2022;0;694
1992;32967;695
2018;38073;695
2018;35899;695
2005;11388;695
2018;41425;695
2019;3308;695
2018;38892;695
2019;57891;695
2002;10701;695
2015;109187;695
2021;19222;695
2018;29239;695
2014;192706;695
2023;0;695
2020;2521;695
2022;10123;695
2023;0;695
2021;11615;695
2008;144966;695
2021;11534;695
2018;37629;695
2015;225405;695
2023;0;698
2020;13809;698
2020;27696;698
2023;0;698
2023;0;698
2016;6857;698
2012;58;698
2021;23422;698
2019;13039;698
2022;0;698
2010;191351;698
2023;0;698
2015;157962;698
2013;39203;699
2019;34734;699
2018;24158;699
2014;36567;699
2018;3125;699
2023;3154;699
2021;22454;699
2020;28503;699
2022;1028;699
2021;8366;699
2022;0;699
2019;42448;699
2019;13593;699
2021;7678;699
2021;19835;699
2020;19959;699
2019;31849;699
2019;34285;699
1990;55701;699
2023;172;699
2012;134046;699
2009;29698;699
2009;53244;699
2006;10665;699
2019;764;699
2015;29252;699
2018;19487;699
2021;14623;699
2018;20495;699
2023;0;699
2012;54881;699
2023;3638;699
2006;31435;699
2018;0;699
2021;16279;699
2009;18543;699
2012;29;699
2022;15007;699
2020;50857;699
2006;20017;699
2021;1831;699
2018;22675;699
2021;27297;699
2022;195;699
2018;99665;699
2004;14186;699
2021;24619;699
2006;187637;699
2002;129113;699
2020;28927;699
2014;126898;699
2021;27019;699
2008;268111;699
2021;45147;699
2022;0;701
2023;0;702
2022;0;702
2023;0;704
2023;0;704
2023;0;705
2022;11992;705
2021;2317;705
2021;16808;705
2021;25033;705
2023;0;706
2022;0;706
2022;1166;706
2023;0;707
2019;19943;708
2023;0;708
2022;0;709
2022;312;709
2020;45326;709
2018;17858;709
2020;31578;709
2018;36572;709
2018;27282;709
2021;22773;709
2023;0;712
2023;0;712
2022;0;713
2020;13;713
2023;0;715
2020;23889;715
2021;2251;715
2002;55562;715
2022;9446;715
2018;33949;715
2019;26926;715
2019;26926;715
2021;15753;716
2021;16191;718
2019;29092;719
2020;49239;719
2023;433;719
2014;41459;719
2019;3509;719
2022;0;719
2023;118;719
2005;2028;719
2022;7842;719
2020;50534;719
2019;26692;719
2019;40402;719
2020;35828;719
2023;2217;719
2023;0;721
2023;0;721
2023;0;723
2023;0;723
2023;0;723
2023;0;724
2023;0;724
2019;20478;724
2018;33916;725
2010;70;725
2020;67164;725
2020;15462;725
2020;31174;725
2019;74;725
2019;25645;725
2011;14533;725
2008;12653;725
2021;15209;725
2023;8633;725
2019;25645;725
2019;42171;725
2018;41643;728
2023;0;728
2003;45666;728
2020;8672;728
2022;0;729
2015;34195;729
2019;28222;729
2021;31529;729
2019;23866;729
2018;2534;729
2020;2936;729
2020;41647;729
2020;36863;729
2014;43806;729
2020;22517;729
2020;19203;729
2019;44962;729
2018;16409;729
2008;136985;729
2023;0;729
2021;9025;729
2023;0;729
2020;6001;729
2022;4666;729
2019;25167;729
2023;3247;729
2022;0;731
2022;0;731
2023;0;732
2023;0;732
2023;0;732
2022;0;732
2020;38145;734
2023;0;734
2023;0;734
2023;0;734
2020;19166;735
2021;2824;735
2022;0;735
2021;2824;735
2023;0;735
2022;5101;735
2023;0;736
2023;0;736
2021;20799;738
2021;21189;738
2018;31191;739
2022;0;739
2020;18337;739
2020;11435;739
2021;23294;739
2014;21034;739
2021;21482;739
2021;22284;739
2023;0;739
2023;0;739
2022;0;739
2013;15054;739
2020;21429;739
2019;482;739
2023;2068;739
2017;1514;739
2011;475;740
2023;0;741
2023;0;741
2023;0;742
2023;0;742
2019;10018;742
2023;0;742
2023;0;742
2018;11408;745
2023;0;745
2022;3626;745
1986;78041;745
2023;0;745
2016;104273;745
2023;0;746
2022;0;746
2022;0;746
2022;1162;746
2023;0;747
2022;0;747
2013;150026;747
2023;0;748
2020;618;748
2003;3116;748
2023;0;748
2023;0;748
2023;0;748
2020;35483;749
2021;13662;749
2012;171731;749
2003;7123;749
2019;37939;749
2020;20776;749
2020;32567;749
2022;10072;749
2021;8992;749
2017;26839;749
2022;1652;749
2007;29508;749
2023;0;749
2001;32518;749
2007;180414;749
2022;3769;749
2006;99884;749
2009;28163;749
1998;51974;749
2019;14211;749
2010;32245;749
2022;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;752
2023;0;753
2023;0;753
2023;0;754
2019;32246;754
2023;0;754
2015;171849;755
2016;191636;755
2008;170057;755
2022;7668;755
2020;40561;755
2023;0;757
2020;25084;757
2020;15283;758
2020;2089;758
2022;0;759
2022;0;759
2022;7074;759
2019;42559;759
2020;26875;759
2019;24592;759
2021;26607;759
2021;20986;759
2015;19864;759
2017;52299;759
2021;6713;759
2019;69883;759
2021;30001;759
2021;30001;759
2013;29991;762
2023;0;763
2023;0;763
2022;0;763
2023;0;764
2023;0;764
2023;0;764
2023;0;764
2018;21008;765
2023;0;765
2022;445;765
2022;0;766
2023;0;766
2008;40391;767
2022;11206;768
2021;4358;769
2020;29941;769
2020;30539;769
2021;10481;769
2022;4317;769
2021;9902;769
2020;3242;769
2020;12467;769
2004;17458;769
2019;16658;769
2019;3545;769
2022;20748;769
2021;191;769
1998;47615;769
2021;55486;769
2018;34835;769
2020;10532;772
2023;0;772
2023;0;773
2023;0;773
2021;8892;773
2023;0;773
2023;0;773
2023;0;773
2023;0;773
2022;0;773
2023;0;773
2014;19445;773
2022;0;775
2018;4473;775
2006;145742;775
2023;0;775
2023;0;775
2022;8434;775
2020;5828;775
2021;35;775
2020;16605;775
2022;8654;775
2021;9733;775
2012;14811;775
1997;90985;775
2011;46;775
1962;233;775
2020;17304;775
2004;178801;775
2021;6757;775
2021;18011;775
2021;10098;776
2020;29399;776
2013;14231;776
2006;130569;777
2019;53547;777
2022;0;778
2014;28554;778
2020;159;778
2001;15124;778
2022;0;778
2004;101152;778
2023;0;778
2020;41802;778
2021;34302;779
2020;26138;779
2022;4308;779
2020;40936;779
2021;3625;779
2020;37462;779
2023;0;779
2022;7393;779
2015;30705;779
2021;4641;779
2021;4641;779
2019;32661;779
2002;80008;779
2021;2745;781
2020;115;782
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;783
2023;0;784
2022;1496;784
2010;137355;785
2009;194868;785
2022;896;785
2018;4433;785
2020;25053;785
2023;0;785
2023;0;785
2022;0;785
2022;0;787
2022;785;788
2020;953;788
2022;0;789
2018;25945;789
2022;0;789
2008;27612;789
2022;512;789
2012;16143;789
2020;27275;789
2022;913;789
2020;16835;789
2022;8144;792
2023;0;792
2023;0;794
2021;16625;794
2022;0;795
2009;96;795
2016;26367;795
2022;1459;795
2021;14227;795
2012;13315;795
2004;193517;795
2001;141;795
2005;177524;795
2019;28736;795
2019;16016;795
2023;0;795
2008;144471;795
2002;143257;795
1972;88177;795
1997;100934;795
2019;2185;795
2006;115062;795
2022;2571;795
2009;181035;795
2023;0;795
2023;0;795
2014;133739;795
2014;153839;795
2022;0;796
2020;6178;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2023;0;798
2020;20941;799
2020;14003;799
2019;17403;799
2021;3956;799
2017;48475;799
2011;128276;799
2008;51697;799
2013;12872;799
2020;39114;799
2020;32261;799
2020;19235;799
2019;31265;799
2021;17242;799
1988;95978;799
2007;178908;799
2016;7391;799
2002;157095;799
2022;722;799
2007;116723;799
2017;28635;799
2013;145793;799
2021;18681;799
2010;142635;799
2022;11557;799
2012;151239;799
1987;100186;799
2018;10051;799
2014;9514;799
2002;97124;799
2020;38;799
2020;30011;799
2020;19908;799
2011;159427;799
2023;2138;799
2018;11897;799
2010;37089;799
2018;16627;805
2022;87;805
2023;0;805
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2023;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2019;18401;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2021;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2022;0;807
2011;133397;808
2021;28307;808
2017;15517;808
2019;21084;809
2021;15043;809
2020;48212;809
2022;8279;809
2023;0;812
2022;0;812
2022;4;815
2021;21496;815
2022;3202;815
2023;0;815
2021;15061;816
2023;0;818
2020;25162;818
2021;15322;819
2020;171;819
2023;1;819
2018;24701;819
2023;348;819
2021;28588;819
2017;59488;819
2021;4505;819
2023;0;819
2023;350;819
2023;1482;819
2021;149;819
2023;0;819
2019;32204;819
2021;24398;819
2023;0;821
2023;0;823
2021;12476;825
2022;0;825
2006;99481;825
1995;75021;825
2011;98454;825
2022;0;825
2023;0;826
2023;0;827
2023;0;829
2013;53228;829
2023;428;829
2021;4775;829
2023;0;829
2023;0;829
2021;874;829
2023;0;829
2023;0;829
2021;4775;829
2020;15585;829
2019;5036;829
2022;0;831
2023;0;831
2023;0;832
2022;6487;833
2023;0;834
2021;35502;835
2018;49493;835
2022;16037;835
2022;0;836
2022;819;837
2009;107985;837
2022;0;838
2023;0;839
2023;0;839
2018;4753;839
2023;0;839
2023;0;839
2021;12773;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2017;38527;839
2023;0;839
2023;0;839
2018;20727;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2021;29092;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2021;23802;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2021;2969;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2022;5826;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2019;2566;839
2023;0;839
2023;0;839
2023;0;839
2022;6507;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2019;9673;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2020;40118;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2023;0;839
2022;5147;839
2023;0;839
2023;0;839
2022;0;845
2021;0;845
2023;1031;845
2022;235;845
2013;125858;845
2020;40956;845
2010;94262;845
2012;9742;845
2020;13726;845
2022;15447;847
2022;19371;847
2018;16368;848
1995;55638;848
2018;32835;849
2020;6001;849
2021;2762;849
2018;1551;849
2022;14389;849
1997;49734;849
1986;35185;849
2017;66065;849
2011;129566;849
2020;27036;849
2012;187949;849
2009;34;849
2017;506;849
2015;571;849
2015;571;849
2018;14699;849
2020;19023;849
2023;121;852
2023;0;852
2023;0;854
2022;238;854
2023;0;854
2020;22486;855
2023;0;858
2022;10494;858
2012;153243;858
2021;11007;859
2018;44253;859
2022;0;859
2012;120169;859
2023;0;859
2023;0;861
2023;0;862
2022;178;863
2020;17682;865
2023;0;865
2012;50041;868
2023;0;868
1997;21074;868
2021;16616;869
2020;22962;869
2009;8526;869
2013;34798;869
2022;0;869
2022;2345;869
2023;0;869
2021;5919;869
2022;1324;869
2017;13429;869
2023;0;869
2023;0;871
2023;0;871
2023;0;871
2022;0;872
2023;0;874
2022;38;875
2014;24433;875
2023;0;875
2014;162679;875
2004;23493;875
2022;4117;875
2022;0;875
2022;0;875
2014;112187;875
2012;107256;875
2009;150789;875
2020;8127;875
2010;1916;875
2010;1916;875
2023;0;876
2023;0;878
2023;0;879
2021;9686;879
2021;21968;879
1967;71817;879
2021;23957;879
2023;0;879
2014;7909;879
2023;0;879
2002;29352;879
2022;16902;879
2023;0;879
2023;0;879
2012;110668;879
2022;9486;879
2019;14339;879
2023;0;882
2023;0;882
2022;20268;885
2018;23644;885
2013;137473;885
2012;107965;885
2022;6146;885
2022;0;887
2022;0;887
2022;0;887
2023;0;887
2023;133;888
2019;15131;889
2022;6765;889
2015;30154;889
2020;12302;889
2022;9827;889
2021;2173;889
2021;32455;889
2021;35203;889
2011;5203;891
2023;0;892
2022;0;893
2018;583;895
1982;97555;895
2000;127741;895
2004;108151;895
2021;14715;895
2012;12401;895
2005;138985;895
2009;59664;895
2009;185123;895
2022;8892;895
1997;11564;895
2005;128246;895
2018;21645;895
2021;21834;895
2012;179785;895
2002;131254;895
2020;13191;895
2006;177069;895
2023;0;896
2023;0;897
2021;111;897
2015;77952;898
2021;53;898
2009;145226;898
2010;112261;898
2013;267274;898
2023;1561;898
2006;685;898
2020;13795;898
1995;38427;898
2023;0;899
2022;5441;899
2007;136265;899
2020;16668;899
2008;1191;899
2021;27934;899
2015;157488;899
2014;136505;899
2017;36747;899
2022;4881;899
2017;35885;899
2021;18306;899
1981;23084;899
2011;106916;899
2008;104762;899
2016;32425;899
2006;129209;899
2017;32425;899
2013;127191;899
2020;9;899
2008;91688;899
2004;1575;899
2015;32335;899
2012;16971;899
2010;26457;899
2016;20391;899
2007;27887;899
2022;5133;899
2012;12603;899
2015;13821;899
2008;209439;899
1967;541;899
2013;102029;899
2011;116528;899
2006;101145;899
2022;13923;899
